Data,User_Latitude,User_Longitude,Geohash,URL,Restaurante,Nota,Tipo de comida,Distancia,Tempo Min,Tempo Max,Preco do Frete
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/mcdonalds---drive-rondon-pachecodro-tabajaras/d5641fb9-ee12-4895-9f6f-3f2a8fd6493f,Mcdonald's - Drive Rondon Pacheco(dro),4.6,Lanches,2.9,20,30,9.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/burger-king---floriano-peixoto-centro/05d6113f-a4d3-411d-b3e0-0b60859b901c,Burger King - Floriano Peixoto,4.7,Lanches,3.4,46,56,9.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/marmitas-e-frango-assado-galante-tubalina/56751b0a-b28b-43c1-86e2-af1557a47575,Marmitas e Frango Assado Galante,4.6,Marmita,1.0,28,38,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/best-parmegiana-massa-e-strogonoff-saraiva/663d2bac-d45a-4a70-999e-04e42dd13ecb,"Best Parmegiana, Massa e Strogonoff",4.6,Brasileira,5.6,44,54,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/dina-restaurante-centro/a0b98087-1784-4846-8770-7ac966aefe02,Dina Restaurante,4.7,Marmita,4.7,63,73,12.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/palhoca-restaurante-jardim-das-palmeiras/a1519a2d-8ded-4a2a-89f3-0663c0bdfffe,Palhoça Restaurante,4.9,Marmita,0.9,80,90,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/marmitaria-tempero-da-vovo---marmitas-jaragua/889c9e81-5631-41f7-a182-dcce2faf7fdf,Marmitaria Tempero da Vovó - Marmitas,4.3,Brasileira,2.2,40,50,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/dina-restaurante--patio-vinhedos-jardim-karaiba/46e92b87-1b44-4bdd-a344-985c26993c46,Dina Restaurante- Pátio Vinhedos,4.5,Brasileira,4.0,42,52,11.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/palanca-grill-restaurante-e-churrascaria-planalto/b0fc92c4-3812-4e03-bcc1-ca7cc818ed7f,Palanca Grill Restaurante e Churrascaria,4.4,Marmita,1.0,80,90,2.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/n1-chicken---frango-frito-crocante-jaragua/43949810-7c5a-4c25-a2f7-69457280b877,N1 Chicken - Frango Frito Crocante,4.7,Lanches,1.4,25,35,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/obaianeiro---comida-nordestina-jardim-holanda/5ce54c35-aabf-4de1-a5a2-f84ab634b70a,Obaianeiro - Comida Nordestina,4.7,Brasileira,2.1,69,79,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/liro-chef-restaurante-fundinho/062bdf08-e2ae-400f-875d-e38863feada2,Liro Chef Restaurante,4.9,Contemporânea,2.3,52,62,10.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/subway---planalto-planalto/9a95b0d4-bd5b-43e2-b301-8dc438ddd5a8,Subway - Planalto,4.8,Lanches,1.2,25,35,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/bestrogonoff---comida-brasileira-saraiva/28317e81-85ba-46c8-bb0d-b61ca787e908,Bestrogonoff - Comida Brasileira,4.7,Brasileira,5.6,44,54,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/marias-restaurante-fundinho/25aaffe3-233d-4cd6-a820-7ef63aed70ae,Marias Restaurante,4.8,Brasileira,3.0,50,60,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-do-macarrao-lidice/df373d7d-725d-4f8d-b347-6218e192a9d7,O Rei do Macarrão,4.0,Italiana,3.5,39,49,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/churrascaria-e-restaurante-casa-grill-tubalina/17e81512-bcbd-4194-a75a-8c576c83aee0,Churrascaria e Restaurante Casa Grill,4.6,Marmita,0.5,35,45,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/pastelaria-afonso-pena-centro/4fa9fed4-b43b-4560-9850-aed2a8d6d7bb,Pastelaria Afonso Pena,4.8,Lanches,3.8,60,70,4.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/acai-da-terra-patrimonio/86a23c1b-a15f-42c1-9732-90dbeb04c9ac,Açaí da Terra,4.8,Açaí,1.9,60,70,12.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/espetinhos-do-david-presidente-roosevelt/370d62a1-fc7d-4cec-abda-500a70c30916,Espetinhos do David,4.7,Brasileira,5.2,60,70,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/sobremesas-do-mequi-dro-tabajaras/4f6b5ce1-5ae6-47b7-b039-118d95f68de7,Sobremesas do Méqui (dro),4.5,Sorvetes,2.9,33,43,8.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-dos-pratos-lidice/c0db0761-2029-4b5a-8b3b-dacf5120bc53,O Rei dos Pratos,3.9,Brasileira,3.5,39,49,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/sossego-dos-mineiros-cidade-jardim/94c54b96-7653-4616-9eb0-60ddc2efa643,Sossego dos Mineiros,4.6,Brasileira,2.0,55,65,7.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/oli-pop-patrimonio/df0ec83d-2420-4396-b388-dd4786535e61,Oli Pop,4.9,Lanches,1.9,39,49,10.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/saraiva-assados-saraiva/70b9b288-35d1-4544-a2d3-803b49cc2ea7,Saraiva Assados,4.9,Brasileira,5.0,35,45,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/casa-do-salgado-vinhedos-jardim-karaiba/e9ffb9a4-469e-4aed-8548-af4bd906a7c0,Casa do Salgado Vinhedos,4.6,Salgados,4.0,57,67,6.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/copacabana-massas-gourmet-patrimonio/79725aac-ba0d-46b5-81da-1c2495ed82bf,Copacabana Massas Gourmet,4.7,Italiana,2.0,60,70,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/refeicoes-delivery---comida-brasileira-jaragua/3d0706b9-1b4e-4fbe-ab8c-b721f620f0df,Refeições Delivery - Comida Brasileira,4.7,Brasileira,1.4,25,35,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/uai-chica-zona-sul-copacabana/6634f83a-a50e-4591-b68a-7935941b5aa3,Uai Chica Zona Sul,4.9,Lanches,1.9,41,51,4.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/kabana-do-peixe-centro/3e5e499d-aa40-47e1-bada-48779b27692e,Kabana do Peixe,4.8,Peixes,3.8,60,70,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/essencial-paes---copacabana-morada-da-colina/1a7f0a7d-dd34-4910-a0a3-c226f9fc405a,Essencial Pães - Copacabana,4.8,Padaria,2.4,67,77,6.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/chickens-do-mequi-dro-tabajaras/7475777e-6ca5-407e-bad3-f3001a5b4d3e,Chickens do Méqui (dro),4.7,Frangos,2.9,37,47,8.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/parmegiana---carnes-e-massas-jardim-europa/2929b4f5-3682-4dfc-afca-2fbed4049e79,Parmegiana - Carnes e Massas,4.9,Brasileira,3.3,90,100,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/nazira-restaurante-centro/5a51baae-0397-4c84-9cdf-203e0fc8bbd7,Nazira Restaurante,4.8,Brasileira,3.3,100,110,8.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/hanami-sushi--poke---comida-japonesa-centro/c1e59281-c59e-4edb-ad4f-89067e9246a9,Hanami Sushi & Poke - Comida Japonesa,4.7,Japonesa,3.4,20,30,8.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/bonelle---carnes-massas-e-grelhados-santa-monica/16e89d97-c3af-4ac9-9e35-008e5f7dbfcc,"Bonelle - Carnes, Massas e Grelhados",4.7,Brasileira,7.3,49,59,9.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/restaurante-copacabana-morada-da-colina/2332f5e4-e519-4152-b32a-a09ce17427de,Restaurante Copacabana,4.8,Brasileira,2.0,54,64,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/italin-house-macarrao-gourmet---uberlandia-saraiva/170c6748-8742-48c4-8a68-6df0b63630dd,Italin House Macarrão Gourmet - Uberlândia,4.8,Italiana,4.3,55,65,7.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/jeronimo---uberlandia-cazeca/2c682f17-d35e-4646-ae29-f43034eb1476,Jeronimo - Uberlândia,4.8,Lanches,4.9,38,48,11.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-dos-strogonoffs-e-parmegianas-saraiva/4a3955ad-5733-4c21-8117-83a354257e39,O Rei dos Strogonoffs e Parmegianas,4.6,Brasileira,5.6,39,49,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/mana-poke---uberlandia-saraiva/78e3a23c-5048-46c8-8d7c-01aed8e9bc39,Mana Poke - Uberlândia,4.8,Saudável,5.1,75,85,14.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/strogonoff-do-david---marmitas-presidente-roosevelt/8ee43905-a99f-4d5e-8f37-869437980bc2,Strogonoff do David - Marmitas,4.7,Brasileira,5.2,60,70,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/jantinha-estacao-7-saraiva/17e3862a-5152-4db6-83b7-2beaa741851c,Jantinha Estação 7,4.7,Brasileira,4.9,34,44,15.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/oggi-sorvetes-tubalina-tubalina/a219ca92-d037-481b-94e9-29bbebc08f5f,Oggi Sorvetes Tubalina,5.0,Sorvetes,0.8,9,19,0.0
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/acai-gostosissimo-cazeca/09a4d71a-6aad-4044-9bfe-cce8c099090a,Açaí Gostosíssimo,4.8,Açaí,4.9,59,69,15.99
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/barolo-restaurante-tibery/626ac523-b259-4108-b8a5-0d9531c66e95,Barolo Restaurante,4.7,Italiana,5.8,59,69,18.98
2025-06-15 12:52:39,-18.9395041,-48.3059029,6utskb0v3k6t,https://www.ifood.com.br/delivery/uberlandia-mg/macarrao-mister-chef---massas-gourmet-jaragua/70260860-e199-4aec-b534-4b0999239629,Macarrão Mister Chef - Massas Gourmet,4.8,Italiana,1.0,35,45,0.0
